area,mask,images
76.13577023498695,api/data/output/flower_0.5_da0defbe-43f2-44c7-999f-0222898e9d66@2024-06-25@PXL_20240612_201201358.jpg,PXL_20240612_201201358.jpg
31.081702544031312,api/data/output/flower_0.5_c16ea65f-6eb0-4893-b641-c9b082dfb332@2024-06-25@PXL_20240612_202057540.jpg,PXL_20240612_202057540.jpg
69.44453642384106,api/data/output/flower_0.5_4d161244-7c29-4749-b936-1270178f1b12@2024-06-25@PXL_20240612_202614032.jpg,PXL_20240612_202614032.jpg
0.7553956834532375,api/data/output/flower_0.5_cd08e538-67eb-4d4a-bbd4-d4346073e584@2024-06-25@PXL_20240612_201017550.jpg,PXL_20240612_201017550.jpg
12.340787119856888,api/data/output/flower_0.5_7b72a04a-a243-43ae-8fcb-4794ba84e044@2024-06-25@PXL_20240612_203143722.jpg,PXL_20240612_203143722.jpg
35.900432900432904,api/data/output/flower_0.5_7c72fa2d-b0ca-4872-b0d4-bd4a8aa48e3e@2024-06-25@PXL_20240612_202439839.jpg,PXL_20240612_202439839.jpg
30.08948432760364,api/data/output/flower_0.5_62b728a0-554b-4c9f-b41d-2d51dc481b85@2024-06-25@PXL_20240612_202426517.jpg,PXL_20240612_202426517.jpg
31.982573726541556,api/data/output/flower_0.5_4af48fa1-ddec-4412-b4a2-40ce0366b4dd@2024-06-25@PXL_20240612_202659347.jpg,PXL_20240612_202659347.jpg
49.63613445378151,api/data/output/flower_0.5_84f1da29-afeb-49cf-82cc-2f5dd4361995@2024-06-25@PXL_20240612_203019598.jpg,PXL_20240612_203019598.jpg
3.5708350643955127,api/data/output/flower_0.5_ff436fba-c35f-4b14-abf4-26362dabdf07@2024-06-25@PXL_20240612_201250980.jpg,PXL_20240612_201250980.jpg
53.41004184100419,api/data/output/flower_0.5_182bc35b-e54a-439f-81db-c58b91598c28@2024-06-25@PXL_20240612_202456194.jpg,PXL_20240612_202456194.jpg
31.857458075904677,api/data/output/flower_0.5_78add430-be52-4168-8c9a-fb1ebcf54cec@2024-06-25@PXL_20240612_202400729.jpg,PXL_20240612_202400729.jpg
2.9807445442875484,api/data/output/flower_0.5_0df9817b-3cb0-4a01-a506-b7bdba5272c9@2024-06-25@PXL_20240612_201823229.jpg,PXL_20240612_201823229.jpg
4.6891771019678,api/data/output/flower_0.5_2e3866e7-7732-44c3-8fbc-c430f6fb9ba4@2024-06-25@PXL_20240612_202935133.jpg,PXL_20240612_202935133.jpg
14.283062645011602,api/data/output/flower_0.5_ad6cb2a5-afb8-4956-b438-725a20715909@2024-06-25@PXL_20240612_202833813.jpg,PXL_20240612_202833813.jpg
8.200091157702825,api/data/output/flower_0.5_891fc5f7-3330-4fe8-81eb-20fc6d00548e@2024-06-25@PXL_20240612_202512448.jpg,PXL_20240612_202512448.jpg
10.521466905187834,api/data/output/flower_0.5_50ea4cf9-f0ca-4717-9e66-ad444be94a7d@2024-06-25@PXL_20240612_201113770.jpg,PXL_20240612_201113770.jpg
29.125166444740348,api/data/output/flower_0.5_7728fccb-214e-427a-a0ee-caec57f2bacc@2024-06-25@PXL_20240612_202756733.jpg,PXL_20240612_202756733.jpg
28.11416184971098,api/data/output/flower_0.5_65ed823f-ef54-4ce4-9d7c-d4c515b0e466@2024-06-25@PXL_20240612_203217129.jpg,PXL_20240612_203217129.jpg
28.463414634146343,api/data/output/flower_0.5_fe853273-4f3e-429f-aac6-3bcf21f2bf38@2024-06-25@PXL_20240612_200707249.jpg,PXL_20240612_200707249.jpg
23.032716315109774,api/data/output/flower_0.5_07bc3224-d28b-41c1-bee9-6aa58e162345@2024-06-25@PXL_20240612_202905992.jpg,PXL_20240612_202905992.jpg
59.65724522292994,api/data/output/flower_0.5_4f4b5086-04bf-4699-8074-9004f0a5e704@2024-06-25@PXL_20240612_201528529.jpg,PXL_20240612_201528529.jpg
7.615384615384615,api/data/output/flower_0.5_b0948072-ce32-4c79-9faf-42c4e010251c@2024-06-25@PXL_20240612_201327092.jpg,PXL_20240612_201327092.jpg
25.333930972658003,api/data/output/flower_0.5_bd5d7fe7-55a4-423e-b87a-81a3750940ed@2024-06-25@PXL_20240612_202029224.jpg,PXL_20240612_202029224.jpg
9.49795918367347,api/data/output/flower_0.5_99af0302-9915-4756-9fae-553ffaeb1ac1@2024-06-25@PXL_20240612_203122851.jpg,PXL_20240612_203122851.jpg
24.21991525423729,api/data/output/flower_0.5_0f1337eb-5e27-4107-9335-6772f64d9977@2024-06-25@PXL_20240612_203254878.jpg,PXL_20240612_203254878.jpg
154.4325259515571,api/data/output/flower_0.5_ec376deb-f78d-4ce5-8288-360d95f1cd8d@2024-06-25@PXL_20240612_201438159.jpg,PXL_20240612_201438159.jpg
4.438858695652174,api/data/output/flower_0.5_3b7aec66-81ca-45d4-bdff-e4721399215f@2024-06-25@PXL_20240612_203044347.jpg,PXL_20240612_203044347.jpg
67.02522935779817,api/data/output/flower_0.5_150d587a-6f62-4f57-bea7-9d960e2fdd7e@2024-06-25@PXL_20240612_202327602.jpg,PXL_20240612_202327602.jpg
13.575612097935668,api/data/output/flower_0.5_e0999d97-1364-43e6-9f45-f833eb0b37ce@2024-06-25@PXL_20240612_200614241.jpg,PXL_20240612_200614241.jpg
21.175022789425707,api/data/output/flower_0.5_40b7d457-5dee-4da3-90fd-395939e91806@2024-06-25@PXL_20240612_202550611.jpg,PXL_20240612_202550611.jpg
97.86567815089403,api/data/output/flower_0.5_631001dc-763e-411b-b36c-539d37e6f3b4@2024-06-25@PXL_20240612_201707504.jpg,PXL_20240612_201707504.jpg
