images,flower_number,distance,flower_color,imagej_area,morphology,area,mask
PXL_20240214_172530114_80cm_F6_.jpg,F6,80cm,T1,7.953,C1,7.688722294654498,api/data/output/flower_0.4_0af93bdc-5b97-491b-8a85-5022d4a15eb7@2024-11-20@PXL_20240214_172530114_80cm_F6_.jpg
PXL_20240214_173554009_80cm_F11_.jpg,F11,80cm,T5,0.522,C3,0.5453769559032717,api/data/output/flower_0.4_e2fe60c3-e696-4515-8a52-5ae1a8e1f1ab@2024-11-20@PXL_20240214_173554009_80cm_F11_.jpg
PXL_20240214_175708911_100cm_F23_.jpg,F23,100cm,T3,5.567,C2,4.825695931477517,api/data/output/flower_0.4_36fca698-04eb-4bd0-b29d-0ad3875245a8@2024-11-20@PXL_20240214_175708911_100cm_F23_.jpg
PXL_20240214_175352365_100cm_F21_.jpg,F21,100cm,T2,3.053,C2,3.799801783944499,api/data/output/flower_0.4_acde85e1-eda5-435a-9eab-33606b64ce22@2024-11-20@PXL_20240214_175352365_100cm_F21_.jpg
PXL_20240214_174000188_80cm_F13_.jpg,F13,80cm,T4,20.396,C3,20.380473372781065,api/data/output/flower_0.4_88bb0f72-2300-48ac-afbe-b92742510ae6@2024-11-20@PXL_20240214_174000188_80cm_F13_.jpg
PXL_20240214_175405036_80cm_F21_.jpg,F21,80cm,T2,3.17,C2,3.393236444941308,api/data/output/flower_0.4_fc09b75b-0d5a-4973-b22c-1dfaf0340db9@2024-11-20@PXL_20240214_175405036_80cm_F21_.jpg
PXL_20240214_175033319_60cm_F18_.jpg,F18,60cm,T2,5.578,C2,5.661146074859225,api/data/output/flower_0.4_43e3a732-7788-4d8d-9b7f-8f6e7528a8ed@2024-11-20@PXL_20240214_175033319_60cm_F18_.jpg
PXL_20240214_173904525_100cm_F13_.jpg,F13,100cm,T4,15.342,C3,15.873225152129816,api/data/output/flower_0.4_da949828-b62a-4236-879a-a9ee57f78a36@2024-11-20@PXL_20240214_173904525_100cm_F13_.jpg
PXL_20240214_173731980_100cm_F12_.jpg,F12,100cm,T4,0.447,C3,1.2203389830508475,api/data/output/flower_0.4_00d02435-38e5-4e67-8daf-24f025eae144@2024-11-20@PXL_20240214_173731980_100cm_F12_.jpg
PXL_20240214_172130671_60cm_F4_.jpg,F4,60cm,T2,9.709,C2,9.895896656534955,api/data/output/flower_0.4_fa7deec5-8125-474d-aa12-02074ed91756@2024-11-20@PXL_20240214_172130671_60cm_F4_.jpg
PXL_20240214_174053319_60cm_F13_.jpg,F13,60cm,T4,35.9,C3,35.30155210643016,api/data/output/flower_0.4_44b71a0f-7384-4376-9009-2c4bc052b0f9@2024-11-20@PXL_20240214_174053319_60cm_F13_.jpg
PXL_20240214_174619635_100cm_F15_.jpg,F15,100cm,T4,55.739,C3,60.24146341463415,api/data/output/flower_0.4_2167d61f-3cd9-4467-aefa-5159e769579a@2024-11-20@PXL_20240214_174619635_100cm_F15_.jpg
PXL_20240214_175016038_100cm_F18_.jpg,F18,100cm,T2,4.239,C2,4.6086519114688125,api/data/output/flower_0.4_0a45869f-f751-425e-a634-a5a831ce3dce@2024-11-20@PXL_20240214_175016038_100cm_F18_.jpg
PXL_20240214_175122307_80cm_F19_.jpg,F19,80cm,T2,5.149,C2,5.180363864491844,api/data/output/flower_0.4_8aa0ef5a-b5e6-4268-99e7-61056826b9c2@2024-11-20@PXL_20240214_175122307_80cm_F19_.jpg
PXL_20240214_174857541_100cm_F17_.jpg,F17,100cm,T2,1.929,C2,1.4978354978354977,api/data/output/flower_0.4_760cf1bc-5f03-4622-aeda-7a064bd5cd3d@2024-11-20@PXL_20240214_174857541_100cm_F17_.jpg
PXL_20240214_172902391_100cm_F7_.jpg,F7,100cm,T3,12.958,C2,13.595591182364728,api/data/output/flower_0.4_c80a5666-469d-4f4f-984e-55fd3c22d466@2024-11-20@PXL_20240214_172902391_100cm_F7_.jpg
PXL_20240214_171637048_100cm_F1_.jpg,F1,100cm,T1,5.207,C1,5.735294117647058,api/data/output/flower_0.4_18c1a910-93c4-46a1-8918-68fb227c6fe0@2024-11-20@PXL_20240214_171637048_100cm_F1_.jpg
