images,flower_number,distance,flower_color,imagej_area,morphology,area,mask
PXL_20240214_172530114_80cm_F6_.jpg,F6,80cm,T1,7.953,C1,7.688722294654498,api/data/output/flower_0.35_f9d8a169-64f9-4f1f-9b78-9fc774070f66@2024-11-20@PXL_20240214_172530114_80cm_F6_.jpg
PXL_20240214_173554009_80cm_F11_.jpg,F11,80cm,T5,0.522,C3,0.5453769559032717,api/data/output/flower_0.35_f4a74a5e-8796-4167-844d-68dc546de739@2024-11-20@PXL_20240214_173554009_80cm_F11_.jpg
PXL_20240214_175708911_100cm_F23_.jpg,F23,100cm,T3,5.567,C2,4.825695931477517,api/data/output/flower_0.35_979381b4-7f21-4d07-b1c4-734e2b25e55d@2024-11-20@PXL_20240214_175708911_100cm_F23_.jpg
PXL_20240214_175352365_100cm_F21_.jpg,F21,100cm,T2,3.053,C2,3.799801783944499,api/data/output/flower_0.35_298ec8c5-95b2-490a-bf3c-887e15d97f62@2024-11-20@PXL_20240214_175352365_100cm_F21_.jpg
PXL_20240214_174000188_80cm_F13_.jpg,F13,80cm,T4,20.396,C3,20.380473372781065,api/data/output/flower_0.35_34820726-d21e-4524-97a2-a95f31d42ef8@2024-11-20@PXL_20240214_174000188_80cm_F13_.jpg
PXL_20240214_175405036_80cm_F21_.jpg,F21,80cm,T2,3.17,C2,3.393236444941308,api/data/output/flower_0.35_5a24a9d2-6160-410d-872d-c02d2c7a2615@2024-11-20@PXL_20240214_175405036_80cm_F21_.jpg
PXL_20240214_175033319_60cm_F18_.jpg,F18,60cm,T2,5.578,C2,5.998012586949321,api/data/output/flower_0.35_b2e6a181-8710-47a4-a1ad-3c008a12a2bd@2024-11-20@PXL_20240214_175033319_60cm_F18_.jpg
PXL_20240214_173904525_100cm_F13_.jpg,F13,100cm,T4,15.342,C3,15.873225152129816,api/data/output/flower_0.35_3871fc64-e8eb-4a47-8e01-26602b5f0338@2024-11-20@PXL_20240214_173904525_100cm_F13_.jpg
PXL_20240214_173731980_100cm_F12_.jpg,F12,100cm,T4,0.447,C3,1.2203389830508475,api/data/output/flower_0.35_1d82b93f-5508-4fda-bc40-5d0133a01dee@2024-11-20@PXL_20240214_173731980_100cm_F12_.jpg
PXL_20240214_172130671_60cm_F4_.jpg,F4,60cm,T2,9.709,C2,10.169452887537995,api/data/output/flower_0.35_06ee3013-a2da-4156-851d-7d8153c4a5da@2024-11-20@PXL_20240214_172130671_60cm_F4_.jpg
PXL_20240214_174053319_60cm_F13_.jpg,F13,60cm,T4,35.9,C3,35.30155210643016,api/data/output/flower_0.35_bf224510-abdc-432a-9876-37ed69be44cb@2024-11-20@PXL_20240214_174053319_60cm_F13_.jpg
PXL_20240214_174619635_100cm_F15_.jpg,F15,100cm,T4,55.739,C3,61.67926829268293,api/data/output/flower_0.35_4b5f3d89-86e9-47e9-9fdc-5cab046153e9@2024-11-20@PXL_20240214_174619635_100cm_F15_.jpg
PXL_20240214_175016038_100cm_F18_.jpg,F18,100cm,T2,4.239,C2,4.6086519114688125,api/data/output/flower_0.35_60cc3a87-2f29-44e8-bb45-ea2091b733d0@2024-11-20@PXL_20240214_175016038_100cm_F18_.jpg
PXL_20240214_175122307_80cm_F19_.jpg,F19,80cm,T2,5.149,C2,5.180363864491844,api/data/output/flower_0.35_26554c10-4044-4498-9212-2c3ea116eb47@2024-11-20@PXL_20240214_175122307_80cm_F19_.jpg
PXL_20240214_174857541_100cm_F17_.jpg,F17,100cm,T2,1.929,C2,1.4978354978354977,api/data/output/flower_0.35_eaed9741-fa8e-4e32-a05f-b9b28a7d18a9@2024-11-20@PXL_20240214_174857541_100cm_F17_.jpg
PXL_20240214_172902391_100cm_F7_.jpg,F7,100cm,T3,12.958,C2,13.595591182364728,api/data/output/flower_0.35_19065683-a9f2-43cf-9898-fb6bfd3eac83@2024-11-20@PXL_20240214_172902391_100cm_F7_.jpg
PXL_20240214_171637048_100cm_F1_.jpg,F1,100cm,T1,5.207,C1,5.735294117647058,api/data/output/flower_0.35_7371f8ef-9ab8-463e-8c30-4221d441120c@2024-11-20@PXL_20240214_171637048_100cm_F1_.jpg
PXL_20240214_172812015_60cm_F7_.jpg,F7,60cm,T3,18.595,C2,20.1082465425986,api/data/output/flower_0.35_ba65a64c-9adc-44a9-bae7-185c6d57eefd@2024-11-20@PXL_20240214_172812015_60cm_F7_.jpg
PXL_20240214_172005738_100cm_F3_.jpg,F3,100cm,T1,1.531,C1,1.6032514700795573,api/data/output/flower_0.35_340faa9c-758c-4edd-a940-b5cb1d6ed344@2024-11-20@PXL_20240214_172005738_100cm_F3_.jpg
PXL_20240214_171819047_100cm_F2_.jpg,F2,100cm,T1,6.22,C1,6.743005181347151,api/data/output/flower_0.35_e2ec1ada-d60d-4d82-8847-6a15341c7b86@2024-11-20@PXL_20240214_171819047_100cm_F2_.jpg
PXL_20240214_175600353_100cm_F22_.jpg,F22,100cm,T3,2.897,C2,2.150992234685073,api/data/output/flower_0.35_dd9ae8c0-b47b-47ba-9393-b2568ddd1052@2024-11-20@PXL_20240214_175600353_100cm_F22_.jpg
PXL_20240214_173425086_80cm_F10_.jpg,F10,80cm,T4,2.992,C3,3.1614084507042253,api/data/output/flower_0.35_e902a4db-fc25-403b-8cfb-a3c9fc53af7d@2024-11-20@PXL_20240214_173425086_80cm_F10_.jpg
PXL_20240214_175608164_80cm_F22_.jpg,F22,80cm,T3,3.329,C2,3.2498543972044267,api/data/output/flower_0.35_1f4f327b-9c20-46e7-8781-ae5b76d6a2c5@2024-11-20@PXL_20240214_175608164_80cm_F22_.jpg
